record_id,name_code,reference_type,reference_id,reference_code,database_id
31748,12566d15-3b56-46f9-a9cb-b5892c655181,NomRef,3359,d7a7032d-eb3d-4b6e-b5f4-557e3957bef0,25
31939,e0197a0c-3e96-48b3-bb85-f4dda48d7806,NomRef,3530,4f89e388-e8e4-4bda-b93d-e6ee81e2cbbe,25
25358,654d63d2-1d61-40f6-87b0-271442745ce7,NomRef,562,5dcc9aeb-fafe-4f04-a59f-f787ce2428f2,48
33206,c7ee5251-cbce-476b-8e52-2f55e4c52e84,TaxAccRef,1487,c96195d5-2193-4a7d-89d6-6ab024376e63,42
33066,243713bc-6c32-496b-a56e-0790a35aac1f,NomRef,4343,95bf0723-e29c-452b-849e-a555ac77230a,25
28846,ef481d36-ad65-4fc2-9f5f-e9b74a2ffc1e,NomRef,1762,c46bb3bd-6214-4dfa-a79f-634030fc048b,42
32493,ffea7f65-3184-4f46-ae27-bd584d898e0d,NomRef,3985,53c1c85e-2ef2-4b79-b7e1-624bc62dd584,25
29113,4f74ee70-b412-48b0-a21e-5addd3b6f67e,NomRef,2418,4a5ab7af-e2aa-42cc-a4a0-5e8ef3835607,42
31976,37b72ee2-42a6-4477-81ac-e5bfd3add71a,NomRef,3556,adc7cb05-5ee6-4427-969e-cb8572598d47,25
26650,95cbf358-b7a4-4741-8d08-afbd43db0f36,NomRef,1548,6ebebd9e-7f81-4ac9-8a3e-9b8925f6233e,42
37941,ac5553bf-095b-4f9c-9c7f-e03e7757eef3,TaxAccRef,2759,5b6c1a92-60c5-4e69-aefa-29808136105b,42
35287,c216ecc9-5893-4223-8e6f-28afc73d96b6,TaxAccRef,2078,fd70bfed-1846-4724-948d-19f8e56d5c9e,42
36051,f836a8d2-5656-4fee-bfb8-6d1f8985d075,TaxAccRef,2075,d5c32592-429f-4fa1-a715-787cc63cbc16,42
27633,6c6dcce4-945b-4c45-a34a-fb5435e071fd,NomRef,1966,8e42cbc4-c0ae-4a0f-88f9-51d1da1b696f,42
30773,dfd7ae3e-7d6b-4f52-b73e-577314f57fc9,NomRef,2667,823d7e3a-1990-4efc-beca-721c03b9c64a,42
26007,3abea73a-d990-42e1-8b9f-c1bc5f14ae60,NomRef,1035,192ee204-7c7d-49c0-9eb1-44a4b26421af,48
28077,fc66abf6-b309-441c-be90-a1847ec7e3ef,NomRef,2146,feb522f0-022d-4720-ae3a-24903abb4d0f,42
33371,2479637b-a434-4441-a9fe-680c6b321bb6,TaxAccRef,1568,7207c436-2726-48ea-a445-2604d1e601a2,42
30338,3b532890-0ab8-4e5d-93cc-884bccc781b0,NomRef,2212,6f2946ed-3d17-4aed-8c45-b7bdbf3cab1d,42
31165,1eedcbb9-faf9-4fd0-bc80-e864ec86d7a7,NomRef,2754,fa9d1fd9-eb83-47a1-88ab-94bbd68945ed,42
36531,d52c5a33-265c-4ac7-94e7-924265d84fe0,TaxAccRef,1940,771e4785-e52c-4abc-86fb-ac96df33033c,42
33197,d1ff7e7c-cc80-4c87-93a5-5139e662cd76,TaxAccRef,1576,2ae0ca2f-00c0-499b-8b23-107bc6a65964,42
25573,8b2dae66-2922-4d03-bb9f-97be5af766ad,NomRef,741,a399d673-cb05-4c74-8f26-e6bc2157a8ba,48
35544,1ebef0f4-ae3a-472f-9bf6-23b69c17cce4,TaxAccRef,1587,0cae7d33-f638-414d-8b4b-03a650a3f49e,42
26327,d19f6774-a44e-465c-8bd0-1af1683187af,NomRef,1309,a78a8ee5-4654-4d59-b0a3-f8edf4ecb8f9,48
36566,5d706108-f89c-4824-bf23-49816a228967,TaxAccRef,2624,fc47a4aa-391f-4d9e-b989-e6123eb9a06c,42
30401,2df45a8c-deee-4a40-80d6-cd5370128dcb,NomRef,2366,d550fb16-31a7-4ef7-ad03-1eed8af599ce,42
26974,e02bb433-6b0f-4d5a-a618-a4c68c9fec92,NomRef,1730,57322c0e-f1a8-4e50-befc-f0cadb033c57,42
37721,9943f340-0289-4b36-ad4f-67ac2d3dd6a8,TaxAccRef,2321,c30ea8e4-e707-4676-8f6d-507c86ac99df,42
28968,560e61d4-9eb3-447e-8820-d09360758dd0,NomRef,1501,4c7ad39c-cfd2-4533-92ad-845ef227e3d9,42
26295,1d172d1c-1e88-4fc0-be7a-dcb2e738a7b3,NomRef,1281,ea86d05e-becd-4116-8254-3020584c205b,48
25096,273fdc0b-9c2b-489c-8503-fb860ff5a3f7,NomRef,16,694ac85e-a3eb-4e5f-a5f5-22f7c15fd2f1,48
33597,2c6d4750-445f-4b44-bd55-e865f7506106,TaxAccRef,1758,eb6adef7-f80c-4a12-9bfe-82e371b145d0,42
36990,c6df9757-a367-4030-8061-1da24b1842db,TaxAccRef,2358,2f6ebb3f-a1a2-473a-9975-af0e251ca636,42
35533,861b9c1a-fdc1-47a2-b92f-0327161e36a1,TaxAccRef,2464,4fe28714-cd2e-4be4-9b95-f1df703038fa,42
30633,c72ad4d4-fd48-48b4-bdcc-9a473e73ea43,NomRef,1730,57322c0e-f1a8-4e50-befc-f0cadb033c57,42
35976,1ae907b9-5a4e-4947-9672-bd0cc392b090,TaxAccRef,1940,771e4785-e52c-4abc-86fb-ac96df33033c,42
26658,93dce9a6-9517-4d87-90c9-c596766f0bb6,NomRef,1559,cf936c47-a2d2-4c81-889b-91082426c15b,42
30914,1d4bc2af-1a3b-41c2-8258-4f227e732de3,NomRef,1513,cdc4825f-fe16-4475-8cfb-9a8678fe5153,42
30996,23141b88-4a92-41a4-9cb6-740aba4e91a4,NomRef,2693,7afbfc98-7c79-48ea-8620-685016e6a47a,42
36754,e826651c-263b-48c6-a155-d737a17b5387,TaxAccRef,2244,85fdb464-1bc9-4366-a362-e15028341b28,42
30065,3f6e53e9-2480-434e-a778-c131acd77c1c,NomRef,2303,96faf739-9969-455f-a5ea-0ee568118374,42
26016,e16b6711-d1a9-44b7-a8e7-17876220d0f7,NomRef,1060,b4858153-a7a3-425b-84bb-695461c582b5,48
29249,5f6a1f74-4261-4a9e-a2d0-fc12db46ca1a,NomRef,2045,d9181e66-603f-4a23-a7c8-4ef4365890ec,42
30499,54eee7e7-76e7-4a38-81c3-5b6e156f1778,NomRef,1727,b5447899-3aaa-4d72-be6a-aa37ae64d658,42
34013,1b939cad-4a46-4c5b-bf3c-91a0a600b1b1,TaxAccRef,1737,47d98931-17d3-4b35-abba-864bc271073c,42
28850,d107cb04-0ef4-475a-9866-35482d904f92,NomRef,1609,750da197-3cab-42a0-ad4c-c5f734b492f9,42
27650,1a970a96-4165-42b4-a3f9-9caf601dde94,NomRef,1976,581e26d9-b3d1-4d3f-8dda-b8b469055bcc,42
36365,9f58633d-6c5c-42ba-90b9-4aa39b284de2,TaxAccRef,1940,771e4785-e52c-4abc-86fb-ac96df33033c,42
36120,2a457a2d-bb65-4cac-9931-d4aec651fb30,TaxAccRef,2098,285338b2-bfb4-4ee1-adbd-12a28707d1e0,42
32885,149b9988-0ad5-4aef-b238-a564b84c90e9,NomRef,4220,896be761-f73c-480d-adba-4f33bd7f183b,25
31637,e2eb763e-1a24-46e8-a4b0-ef9e36dfdee5,NomRef,3248,ad8c3c43-8f47-4eea-9e85-aae192005587,25
30382,cfc236ea-4fb2-45fa-a951-53b62eedb747,NomRef,2328,b6ea670e-719b-4ce5-aed0-1e2c30692f8f,42
29654,7f99be02-31ee-43ab-8ace-6c4142950fcc,NomRef,1538,82d9fa0a-0582-498f-80b9-54935e676b4e,42
34088,4133d6fd-6080-4394-b377-1e027ffb7b4f,TaxAccRef,1689,3f669c17-232f-4b70-b614-f8ff9a3ad55d,42
35497,5a7a5eb8-24f5-48cf-9b6b-fbc580eb42cc,TaxAccRef,1487,c96195d5-2193-4a7d-89d6-6ab024376e63,42
37087,c39948c7-91a4-4698-918f-9dd9721a58e2,TaxAccRef,2741,4ae57ae5-f218-4491-be63-876eab770dd4,42
28116,3228431d-79c8-4eae-95c9-0c961d65faef,NomRef,1569,a5bf0c18-7baa-4568-9c3b-aa74737732d8,42
29754,1236e3c4-56fc-4322-9545-e879122775dd,NomRef,2106,d206a723-4064-44f7-939a-0b95176f17a3,42
28089,b8694a04-30dc-424c-bf85-76cc2b23ccbf,NomRef,1660,41b0f543-2a8e-452f-986a-226dc632cae1,42
34428,ef6f9c62-64ca-4b06-acba-04f0581a38b0,TaxAccRef,2066,48e2ba45-c8ea-4842-a089-5d90a81dfd79,42
32878,763135b2-e550-48a1-92c4-93571deaa21b,NomRef,4214,c27c1785-ae2a-4c38-9788-02cf6d1d0e06,25
37974,096107cf-4960-4e5d-a330-02f5b7d9cedf,TaxAccRef,2759,5b6c1a92-60c5-4e69-aefa-29808136105b,42
33989,17a85cee-b9b3-4d3f-9192-c2a28d5f4d42,TaxAccRef,1916,58928cd3-503b-4d72-be0c-ea7c69fa2209,42
34471,c48d3215-f443-4910-97ed-20d567123cd5,TaxAccRef,2089,f5d75023-b7ae-4fc8-89bb-026d28f7c46c,42
32355,5f70deee-5cec-4f60-b426-885399f73b23,NomRef,3887,c144bfa5-d9da-4d7c-b027-d3cf4f5e80b7,25
34831,00048524-8f62-443a-894f-d991ee9b4d7b,TaxAccRef,1681,c1477431-e8f4-42ae-98e7-0ee8188689a2,42
37389,2f2730b5-5107-4a6f-a619-a263e097ea4b,TaxAccRef,2588,1b2a4f25-b122-4c9f-bd79-a1281f8c3bec,42
33499,bd399843-74e7-4294-813f-6de990f176f4,TaxAccRef,1494,79144921-54fe-4738-9d98-47c10f195956,42
30693,91d88d57-58fb-4d15-8986-57fca72846d1,NomRef,2865,ebdf7a33-b7a2-44e6-be79-9eebfcf49a14,42
30969,9e84a44f-b75c-4e9a-81ff-852878c65f39,NomRef,2924,41166609-8f8d-405a-907d-709a04796357,42
30229,22dffed3-e760-4c09-bdbd-14f666a18aff,NomRef,2713,290d6bbd-2ff4-417c-bec9-90bc998d8f50,42
32922,1863df03-fbf2-4412-8570-f82ae30b96ea,NomRef,4239,600fd000-4c92-4e5a-9c79-4919923bc7da,25
33463,302e2866-5ad3-407a-b56b-dbef816c30a7,TaxAccRef,1488,f3be237a-650f-423e-8ef7-e36004ba6b5c,42
33955,074c5613-fe6e-4df1-8579-b600aaf9b60f,TaxAccRef,1545,5a2cfefb-4217-478a-93c1-49e9fabff8c2,42
33711,9cb1e5b6-f783-4ea4-9869-2bc3003ddeb6,TaxAccRef,1487,c96195d5-2193-4a7d-89d6-6ab024376e63,42
28584,7e0b3ac3-39e8-48db-867a-28fe5d56f8b3,NomRef,1538,82d9fa0a-0582-498f-80b9-54935e676b4e,42
33451,ab0fcf0b-a683-41d8-bbdc-fb08d8fdfefa,TaxAccRef,1494,79144921-54fe-4738-9d98-47c10f195956,42
37120,0e19c6e4-3e52-4f6f-9f7c-b515a75f8861,TaxAccRef,2219,19777d79-a851-4864-a6d9-81f445a31e62,42
26572,8a480590-73fb-4a33-bc99-d5385f5bf9cc,NomRef,1482,cec5eb66-02be-4df6-817c-5eea588ca35c,48
25082,bb03a6ae-c8ed-4b80-bf3f-6bac45c31d35,NomRef,324,25f36953-f5bb-42f0-9a0c-3305b330de80,48
37884,986c1514-1d71-428f-a50c-0e6e7df23967,TaxAccRef,2955,652d9162-ee3b-4802-91b7-14e1490ca76b,42
30757,3fd424cc-653c-44a6-bd00-3bb6b2a96bb0,NomRef,1507,19ef8c7f-e20b-4a80-beed-1464a56464eb,42
36512,21a97aa8-c15c-48a8-afec-66f24cc241a2,TaxAccRef,1940,771e4785-e52c-4abc-86fb-ac96df33033c,42
25104,9e9282b3-1d0c-41c5-aea1-afbe23b70bbf,NomRef,342,b1af4bc9-5c11-4601-8ad4-c624b0fbe0b1,48
37121,5931075e-b763-4df9-b502-90c398efea18,TaxAccRef,2219,19777d79-a851-4864-a6d9-81f445a31e62,42
25265,605df4a1-9bd6-4d02-9620-912eba589a15,NomRef,473,d748912f-5a7b-4d27-b8d9-e828cc71d403,48
34603,6bfe0e1d-240f-4f60-85a8-27442ae00953,TaxAccRef,1940,771e4785-e52c-4abc-86fb-ac96df33033c,42
35658,f2975772-bba1-41c2-959c-55b00b037f7c,TaxAccRef,1942,63889ccd-ed58-4217-b6ce-ded9c5cf4d51,42
30193,3f7f18e9-897a-4f8c-86c5-cca73b339494,NomRef,2627,e641cb44-f954-4a4c-b76f-407110300d74,42
33004,cea8ea33-06bc-4047-8eac-5f0ec217181d,NomRef,4301,6f195001-da82-49af-872f-de4f562ac3a6,25
28075,213e5b1c-9115-4a7f-86c6-9dedfa5f7793,NomRef,1736,7a63f351-81e9-44b8-b825-fa696488b8ed,42
33776,e5dfa0d8-3b67-49ca-8bad-418b29c7103a,TaxAccRef,1487,c96195d5-2193-4a7d-89d6-6ab024376e63,42
31791,4f31ec29-8425-418a-8586-d413bff73333,NomRef,3395,bea7b83c-c185-4540-a7e5-f867b072ba81,25
29423,64bb04a9-d232-4ef9-84d7-35d0b1645006,NomRef,2111,ccceccac-a20b-4aa8-acc0-77ac71fcba72,42
27544,a8d1d2c4-4f09-43e2-8919-a7fc3feb2f02,NomRef,1738,a322162a-1bef-46bb-90a9-bf2267b47f6d,42
30309,bdc13762-9710-4f05-b302-a8f82863e5af,NomRef,2762,107c00e2-c84b-445b-9b62-f54484cface9,42
28421,578527dc-33e1-47e7-9be5-d82c79a98590,NomRef,2254,db3fe7ba-f170-406e-8ed5-7f00cf4a9567,42
33264,6c82c904-1252-4048-b573-799984b74fcd,TaxAccRef,1619,52293b3e-8ca8-4137-a016-c6919c7b6240,42
25946,772cb417-807e-48e7-a7a1-e13ec95a3264,NomRef,491,5a4e09c4-bc19-4125-b92b-70bdfa6cbb40,48
29749,8eda9254-3de6-46fc-9330-636da8ea3dbf,NomRef,1982,0bc9e4b1-8406-4124-a128-13ce00eabfc4,42
29871,27c99a62-69ed-48cc-83f9-3c5075757670,NomRef,2621,73bb4568-494b-452c-b788-66fda31e7d98,42
27202,80a9817d-6763-442a-b2fe-93eef64863a9,NomRef,1786,d3e724be-e37a-428a-a1f7-24588983f986,42
33536,86cb2351-1cf4-4e8c-a96f-13a20f33c6d2,TaxAccRef,1487,c96195d5-2193-4a7d-89d6-6ab024376e63,42
29850,4cbd73ba-a327-48bf-810c-bcd6ca78816d,NomRef,2099,cd53cbf4-633e-43d5-92a5-537cc10040c7,42
36856,3c9124de-c777-40ad-8d42-9f0fbc5db6ec,TaxAccRef,2720,25ba444a-4607-4c45-8ccd-50f2750d86f8,42
37172,da546369-8549-43f0-9ab0-68e10f481938,TaxAccRef,1538,82d9fa0a-0582-498f-80b9-54935e676b4e,42
26259,da30c2cb-3ddc-4e24-97cb-e1902b57da8d,NomRef,1252,5d67003f-b1b1-4245-9a31-576bff6756e0,48
31584,7b3e6cf3-a6b4-4475-952a-0020871e1351,NomRef,3202,88565423-bbe3-42f5-84f0-dce6e1870712,25
37518,207c3dbd-847d-4428-b451-f4fe11293c10,TaxAccRef,2877,a3483512-a535-4f7a-825d-608a0848837f,42
29296,8a9ab7d1-ff26-46ef-b461-b2abd511048e,NomRef,2045,d9181e66-603f-4a23-a7c8-4ef4365890ec,42
35561,84b5a9ce-1fa0-4e77-be98-591c01d2359c,TaxAccRef,1494,79144921-54fe-4738-9d98-47c10f195956,42
37847,61287d94-59cf-407f-ae2a-d6cd6f05bab6,TaxAccRef,2740,abf585dd-2ba3-4828-b75d-fc0ba3900903,42
37175,ffcb80aa-721f-4996-ac00-4f59a7334b21,TaxAccRef,2323,06547f58-7b10-49f6-8872-ce8f71e66119,42
37099,40295b24-20ba-4cd3-8fe5-2b6bc9733cb3,TaxAccRef,2286,c4daee50-9c04-4e10-91bc-bf986c8fcf58,42
38106,7d8ab2d4-8914-4b18-88dc-22bd2406aac9,TaxAccRef,1664,af86f22d-6c67-4e58-a240-079231d87d56,42
34816,544fc348-2c80-4947-b55d-851fbdfc5613,TaxAccRef,2209,f6a20dd8-ab94-4afa-b4f9-838f7fc201a4,42
26114,3f54049a-a08b-4875-8899-27ea058eb8d0,NomRef,1114,1acdccac-9005-4e30-97e9-f74044786587,48
32310,d2527db2-4786-438f-9811-b10b08726bea,NomRef,3855,020dbb0a-0522-41c5-be14-d426a721924e,25
36851,16f295eb-bcf5-480c-bea8-19e1987333af,TaxAccRef,2677,c333e5eb-aa83-4b0e-ba9f-7ec16de94161,42
34397,55dd2582-3f69-4681-a2fa-3c613fb01109,TaxAccRef,2054,a2b3bc26-55d7-456c-9d66-b616cd66d064,42
26638,5b034b4a-bebc-44fe-8369-554004c5774d,NomRef,1546,0e9c877e-f4e9-4f25-af82-2e9769d1dee7,42
36802,62ef7116-f1ce-45b6-9a6d-5be0c45189ab,TaxAccRef,1711,acfdba8c-1009-457a-a67d-1f6bde1195a8,42
37977,1eedcbb9-faf9-4fd0-bc80-e864ec86d7a7,TaxAccRef,2220,1176b8ab-cc2d-4aeb-a695-61681f088b01,42
27183,d8225efe-6c35-406f-b9de-6201dfa1b395,NomRef,1803,7e330a7b-e944-4cb0-a45f-2570c4589002,42
27177,4860a6c5-d4ef-43c7-aadc-ca3fc5495791,NomRef,1786,d3e724be-e37a-428a-a1f7-24588983f986,42
34983,6d75eeee-7694-4f98-9b67-d5c3bbb9906c,TaxAccRef,2261,60c1605c-ce59-49b7-8be0-bfa15d4d86bc,42
37654,7a385c8d-ecdd-4d3c-be21-ad97c4babc14,TaxAccRef,2433,c4b2a836-cf6d-4d22-b065-bc621197def8,42
27549,d66eae6c-b69b-4692-85c6-782d0cb942b5,NomRef,1617,003738bf-55ec-4031-ac0d-4026e1024ddc,42
31015,532cab6d-09b2-44a9-a8e7-f0c1e870c2af,NomRef,1507,19ef8c7f-e20b-4a80-beed-1464a56464eb,42
25196,ca03e066-aba4-409d-b767-406a3651eba8,NomRef,418,e439cae9-0f47-43d1-abc2-94a3c210d819,48
25987,2df08118-5396-4329-9dba-d0cb797c43f3,NomRef,1041,a69948bf-fb90-439f-bf1b-b0645b44054f,48
26262,b579a8b0-031e-4ed9-8e82-d26b16438975,NomRef,1255,406fb0cd-b5ae-4cbe-815a-7c7e180d7015,48
32287,95ebcee1-a406-4951-aaa3-9c9170c2007f,NomRef,3837,d0f6c1b1-a18d-4eda-b110-8fd925afdd4f,25
24760,4479c378-a61a-42ea-8f18-3dea6debead6,NomRef,38,fbd1389d-914e-46bf-95d4-752d3834cffb,48
37742,f0dc858a-41c8-4a23-bff6-49585e25e554,TaxAccRef,2740,abf585dd-2ba3-4828-b75d-fc0ba3900903,42
31237,899b37be-81b6-402a-8d88-aec4adf6b690,NomRef,1488,f3be237a-650f-423e-8ef7-e36004ba6b5c,42
25409,b8f343d1-7dc6-4a7a-923c-7c49faaec9f7,NomRef,602,8ada9af1-1e24-45b4-83cd-4555b4c0774b,48
31771,3776cbb6-7cce-453a-9b26-a9a4bc4c607e,NomRef,3382,a2dcf293-d683-44e6-9150-f2f3e7b9e478,25
25305,a275149a-491a-4d84-bcb3-96b6cef55b03,NomRef,517,503cf8cd-3f9f-46d2-ac1d-bd154469c6db,48
28295,e0cb0fed-c71b-4ebe-9e19-95a875b6d415,NomRef,2212,6f2946ed-3d17-4aed-8c45-b7bdbf3cab1d,42
32840,fa10fb33-1b8b-4aab-9c49-f40df20d5ceb,NomRef,4187,b01bb2d3-9ae3-4b02-88a0-bfd7ef32466a,25
25638,27e965e4-f8ea-4921-962e-2541f3bfaa1d,NomRef,790,e80175af-972b-4f1c-8c08-77ac378036af,48
37696,90bfe3a5-a414-431f-84dc-4b929c6cc503,TaxAccRef,2219,19777d79-a851-4864-a6d9-81f445a31e62,42
25110,92f93388-b895-4e0f-96eb-575470933b83,NomRef,346,dda46c0e-9f74-4864-80fd-0aa33bba383b,48
34246,763b4781-be86-41fe-acd2-dada9ad3c9ae,TaxAccRef,1487,c96195d5-2193-4a7d-89d6-6ab024376e63,42
37251,4715ad7d-ecae-48f6-aa98-5d7c7768c2a3,TaxAccRef,2841,c93ae4b8-8912-487a-913c-41b01e36605f,42
30358,baf0aa92-0016-4de1-accc-e8e4e69fb57f,NomRef,2793,928d00d8-ecad-4daf-ac06-e78a14461b68,42
35458,9d642b4e-edbe-4d73-8104-c02b1a9b50c5,TaxAccRef,1550,d8685f6c-dac9-4d80-a839-4b23244081db,42
24797,38747c1e-1bde-4154-ae26-bd8396adb60c,NomRef,73,5d37d961-aac0-46c3-9ac4-80a5847d4261,48
25871,4df26218-f20d-468f-993d-e657aa98f2bc,NomRef,954,2f9df90e-f8ff-447f-bd6e-e6ed264dc113,48
28310,d1330133-bc92-4580-9a3f-d01c1fab9723,NomRef,2218,c767686c-5918-40e3-b2b8-e4bf65315bcf,42
35659,f2635d9a-1b82-45a1-8c07-edf352106a87,TaxAccRef,1501,4c7ad39c-cfd2-4533-92ad-845ef227e3d9,42
26088,81ff565a-0be2-421b-bc99-105c2c461429,NomRef,1112,13d1c342-1ba2-4abf-833f-00d8cd04b18b,48
29814,bcb27c09-de77-40d9-b1cb-5b0f79a7814c,NomRef,2614,176a7408-b42c-4bdb-8ee1-6796b416391c,42
37647,7928c2fd-cff4-41f1-81a7-e6ba1166c69d,TaxAccRef,2220,1176b8ab-cc2d-4aeb-a695-61681f088b01,42
33370,98e31d17-57cb-4e92-831d-cf3c547597c3,TaxAccRef,1568,7207c436-2726-48ea-a445-2604d1e601a2,42
26145,7a50708e-5748-44d3-9304-0a2c6d190f75,NomRef,1158,42a70575-f28e-4628-8750-47ea5961c1f1,48
32683,951e1e31-0c29-4398-988f-3320ef5c89d3,NomRef,4102,a09df4f2-4643-4cff-b930-ea3f4c877432,25
33664,e61f926c-7138-4d98-80a2-7f7be21e7306,TaxAccRef,1560,06be02ea-d366-4a5b-acf1-dbf1051ba9ed,42
33349,a9db45f5-7182-40a7-ba9b-08429be9c131,TaxAccRef,1510,721b346f-5b58-404b-97a1-c6151c3e1387,42
28821,6f2f98c1-2705-40ee-80b2-67b44b8b441f,NomRef,1523,42705dcb-6bf7-44b7-9a70-bb01fd5bb626,42
26453,4dcd6d36-f904-48c5-981e-065dee22eedd,NomRef,1392,ec97455e-4d28-4b5d-840b-34e609d0886c,48
36496,bfd06b65-8bcd-47d5-9e0a-e2daec433732,TaxAccRef,2545,2b334e1c-91ef-4903-aa39-a2e4f1dc701e,42
26038,019990b5-d7b2-44cc-b1ec-f218b16c296c,NomRef,246,51698839-87c6-49e6-b6ee-01114993f8e9,48
35562,3ec90ebc-691b-4c6d-a134-e77190c97d48,TaxAccRef,1692,d936dced-da4a-4dea-90c4-94ebdf33056a,42
25792,34949947-1b3a-422d-bf52-cbec11630eb2,NomRef,858,cebbb9e2-c97f-4e67-bd79-e276b385a2fd,48
26488,c07a6526-28fa-4009-8463-048aae8dc0fc,NomRef,1419,4a591d81-09f9-4f71-ac84-8d7f5e5e3e2a,48
25924,a5514193-039e-40dc-9c7c-3de4d5ab5a38,NomRef,827,4571689e-8be6-4ac1-a51c-1188a0980734,48
25964,a0125579-8a0e-4fd6-b1ca-b7551a95430c,NomRef,1025,4c4f9aea-dbce-477f-8f60-8a190dba77df,48
29405,c77cfc06-bd25-4801-ba47-7a6267a644ec,NomRef,2552,aaa2f5c0-26f4-4b80-90f2-3887c8dded7f,42
28197,d23c4a8d-592b-4284-a75e-64972261eef1,NomRef,2111,ccceccac-a20b-4aa8-acc0-77ac71fcba72,42
36604,1e4dbb51-2ecc-4cb3-85f4-18f0d5ea0e53,TaxAccRef,2123,d33acbe7-b8a0-4a07-b290-2faeb4856a14,42
25881,c909b009-35e6-4e18-9653-919de5403211,NomRef,962,4134be1e-33b0-4bcb-a5d4-afd44a8c9672,48
32810,cb433011-6434-43f0-9478-1572cb2e385f,NomRef,3748,0d899db4-d33d-4e3f-bc55-0b8ab76d134c,25
33638,470203a0-286c-4862-a41b-6d9f9ea07f6c,TaxAccRef,1494,79144921-54fe-4738-9d98-47c10f195956,42
35885,eb663ca0-3abd-4c6c-8c50-050bf8671509,TaxAccRef,2098,285338b2-bfb4-4ee1-adbd-12a28707d1e0,42
30831,e3de4b68-b155-46f0-a8af-c76d3bb07a4e,NomRef,2882,5d565f57-d700-4e6e-b7be-e1e10151d59b,42
28389,b00dea64-7ca1-43e8-81fd-3d29db88c3fb,NomRef,1905,1305a302-8a70-4006-8f2f-aafe449ab809,42
26188,342de723-a2d9-4252-896d-ae56290efa3c,NomRef,1195,0dd074e5-52ae-4e2a-8c30-ca2a4d051b06,48
36685,fc40416c-64d6-41ee-9bba-4613e195c059,TaxAccRef,2358,2f6ebb3f-a1a2-473a-9975-af0e251ca636,42
28449,b59c3f5c-943f-4ce2-9f2b-620b86480861,NomRef,2277,58289d6d-d247-4520-bfe8-ddcca3c5b5e4,42
24902,83c3a972-07ca-475e-9162-e46b30d3478e,NomRef,166,3b06aad6-d076-4037-b588-6873bafa04e1,48
25848,753b2a67-c93c-40f8-bd9d-31245fa19fc8,NomRef,940,65c67943-8c61-47e0-9475-7c024feb8944,48
29706,6a0bc31b-d25e-45dd-990c-2c5ca52fa3ff,NomRef,1557,b4f792ed-b3f7-4114-be84-b13ec128956d,42
29712,7112ec7a-caed-4d26-881f-ae4885e19c00,NomRef,1975,7e468b10-63e6-453c-8b11-7cc04a71272c,42
31848,a13356d9-af17-414a-bfcb-9e7eb802f4a8,NomRef,3450,e392f52a-b898-4dcd-a060-36ae1c586fde,25
27670,d51624ce-a90e-4d64-a0b2-bc0c1a382a68,NomRef,1985,935ba165-4cf3-4eeb-a894-72d8b261c0ce,42
34069,b509e4e4-f337-4a07-947d-7af323d6e78b,TaxAccRef,1487,c96195d5-2193-4a7d-89d6-6ab024376e63,42
